method,fraction,condition,ews,mean_tau,mean_nonseq,mean_seq,mean_lead,n_nets
equidist,0.9,GR $D$ desc,CV,-0.115,0.4,0.4,0.767,40
equidist,0.9,GR $D$ desc,Vdelta,0.9768,1.0,1.0,0.7965,40
equidist,0.9,GR $D$ desc,Vrel,0.9181,0.725,0.975,0.8166,40
equidist,0.9,GR $D$ desc,CVrel,0.9934,0.95,1.0,0.6821,40
equidist,1.0,GR $D$ desc,V,-0.9706,0.025,0.025,0.0119,40
equidist,1.0,GR $D$ desc,CV,-0.1202,0.4,0.4,0.7663,40
equidist,1.0,GR $D$ desc,Vdelta,0.9765,1.0,1.0,0.7965,40
equidist,1.0,GR $D$ desc,Vrel,0.9194,0.725,0.975,0.8166,40
equidist,1.0,GR $D$ desc,CVrel,0.9932,0.95,1.0,0.6813,40
smallcv,0.05,GR $D$ desc,V,-0.7763,0.125,0.1,0.461,40
smallcv,0.05,GR $D$ desc,CV,0.3973,0.7,0.7,0.4608,40
smallcv,0.05,GR $D$ desc,Vdelta,0.9666,1.0,0.975,0.7895,40
smallcv,0.05,GR $D$ desc,Vrel,0.8985,0.975,0.95,0.6508,40
smallcv,0.05,GR $D$ desc,CVrel,0.9306,0.975,0.975,0.5914,40
smallcv,0.1,GR $D$ desc,V,-0.8758,0.075,0.075,0.3392,40
smallcv,0.1,GR $D$ desc,CV,0.3011,0.65,0.65,0.4525,40
smallcv,0.1,GR $D$ desc,Vdelta,0.9727,1.0,1.0,0.7858,40
smallcv,0.1,GR $D$ desc,Vrel,0.9308,1.0,1.0,0.6754,40
smallcv,0.1,GR $D$ desc,CVrel,0.9596,1.0,1.0,0.6251,40
smallcv,0.2,GR $D$ desc,V,-0.9695,0.025,0.025,0.0119,40
smallcv,0.2,GR $D$ desc,CV,0.3294,0.65,0.65,0.4737,40
smallcv,0.2,GR $D$ desc,Vdelta,0.9756,1.0,1.0,0.7965,40
smallcv,0.2,GR $D$ desc,Vrel,0.9522,1.0,1.0,0.7306,40
smallcv,0.2,GR $D$ desc,CVrel,0.9767,1.0,1.0,0.6853,40
smallcv,0.3,GR $D$ desc,V,-0.9646,0.025,0.025,0.0119,40
smallcv,0.3,GR $D$ desc,CV,0.181,0.55,0.55,0.4683,40
smallcv,0.3,GR $D$ desc,Vdelta,0.9749,1.0,1.0,0.7965,40
smallcv,0.3,GR $D$ desc,Vrel,0.9575,0.975,0.975,0.7738,40
smallcv,0.3,GR $D$ desc,CVrel,0.982,1.0,1.0,0.7086,40
smallcv,0.4,GR $D$ desc,V,-0.9748,0.0,0.0,,40
smallcv,0.4,GR $D$ desc,CV,-0.0298,0.45,0.45,0.5147,40
smallcv,0.4,GR $D$ desc,Vdelta,0.9733,1.0,1.0,0.7965,40
smallcv,0.4,GR $D$ desc,Vrel,0.9582,0.975,0.975,0.784,40
smallcv,0.4,GR $D$ desc,CVrel,0.984,1.0,1.0,0.7206,40
smallcv,0.5,GR $D$ desc,V,-0.9723,0.025,0.025,0.0119,40
smallcv,0.5,GR $D$ desc,CV,-0.1936,0.35,0.35,0.5022,40
smallcv,0.5,GR $D$ desc,Vdelta,0.9748,1.0,1.0,0.7965,40
smallcv,0.5,GR $D$ desc,Vrel,0.9618,0.975,0.975,0.7887,40
smallcv,0.5,GR $D$ desc,CVrel,0.9868,1.0,1.0,0.7224,40
smallcv,0.6,GR $D$ desc,V,-0.9712,0.025,0.025,0.0119,40
smallcv,0.6,GR $D$ desc,CV,-0.191,0.375,0.375,0.4927,40
smallcv,0.6,GR $D$ desc,Vdelta,0.9751,1.0,1.0,0.7965,40
smallcv,0.6,GR $D$ desc,Vrel,0.9636,0.975,0.975,0.7933,40
smallcv,0.6,GR $D$ desc,CVrel,0.9876,1.0,1.0,0.7245,40
smallcv,0.7,GR $D$ desc,V,-0.9716,0.025,0.025,0.0119,40
smallcv,0.7,GR $D$ desc,CV,-0.1484,0.375,0.375,0.5978,40
smallcv,0.7,GR $D$ desc,Vdelta,0.9759,1.0,1.0,0.7965,40
smallcv,0.7,GR $D$ desc,Vrel,0.9662,1.0,1.0,0.7782,40
smallcv,0.7,GR $D$ desc,CVrel,0.9894,1.0,1.0,0.715,40
smallcv,0.8,GR $D$ desc,V,-0.9719,0.025,0.025,0.0119,40
smallcv,0.8,GR $D$ desc,CV,-0.242,0.375,0.375,0.4861,40
smallcv,0.8,GR $D$ desc,Vdelta,0.9756,1.0,1.0,0.7965,40
smallcv,0.8,GR $D$ desc,Vrel,0.967,0.95,0.975,0.8096,40
smallcv,0.8,GR $D$ desc,CVrel,0.9917,1.0,1.0,0.7155,40
smallcv,0.9,GR $D$ desc,V,-0.9723,0.025,0.025,0.0119,40
smallcv,0.9,GR $D$ desc,CV,-0.2119,0.375,0.375,0.599,40
smallcv,0.9,GR $D$ desc,Vdelta,0.9757,1.0,1.0,0.7965,40
smallcv,0.9,GR $D$ desc,Vrel,0.9582,0.925,0.975,0.8154,40
smallcv,0.9,GR $D$ desc,CVrel,0.9927,1.0,1.0,0.7034,40
smallcv,1.0,GR $D$ desc,V,-0.9706,0.025,0.025,0.0119,40
smallcv,1.0,GR $D$ desc,CV,-0.1202,0.4,0.4,0.7663,40
smallcv,1.0,GR $D$ desc,Vdelta,0.9765,1.0,1.0,0.7965,40
smallcv,1.0,GR $D$ desc,Vrel,0.9194,0.725,0.975,0.8166,40
smallcv,1.0,GR $D$ desc,CVrel,0.9932,0.95,1.0,0.6813,40
largecv,0.05,GR $D$ desc,V,-0.9564,0.0,0.0,,40
largecv,0.05,GR $D$ desc,CV,0.6881,0.7,0.875,0.6844,40
largecv,0.05,GR $D$ desc,Vdelta,0.9742,0.95,0.975,0.8166,40
largecv,0.05,GR $D$ desc,Vrel,0.7534,0.475,0.975,0.8114,40
largecv,0.05,GR $D$ desc,CVrel,0.9755,0.95,0.975,0.7126,40
largecv,0.1,GR $D$ desc,V,-0.9561,0.0,0.0,,40
largecv,0.1,GR $D$ desc,CV,0.7939,0.875,0.9,0.7019,40
largecv,0.1,GR $D$ desc,Vdelta,0.976,0.975,0.975,0.8166,40
largecv,0.1,GR $D$ desc,Vrel,0.8095,0.55,0.975,0.8138,40
largecv,0.1,GR $D$ desc,CVrel,0.987,0.975,1.0,0.6905,40
largecv,0.2,GR $D$ desc,V,-0.9633,0.0,0.0,,40
largecv,0.2,GR $D$ desc,CV,0.6711,0.75,0.8,0.7485,40
largecv,0.2,GR $D$ desc,Vdelta,0.9758,0.975,0.975,0.8166,40
largecv,0.2,GR $D$ desc,Vrel,0.853,0.525,0.975,0.815,40
largecv,0.2,GR $D$ desc,CVrel,0.989,0.975,1.0,0.6751,40
largecv,0.3,GR $D$ desc,V,-0.9654,0.0,0.0,,40
largecv,0.3,GR $D$ desc,CV,0.581,0.75,0.775,0.7428,40
largecv,0.3,GR $D$ desc,Vdelta,0.9755,0.975,0.975,0.8166,40
largecv,0.3,GR $D$ desc,Vrel,0.8819,0.6,0.975,0.816,40
largecv,0.3,GR $D$ desc,CVrel,0.9895,0.975,1.0,0.6802,40
largecv,0.4,GR $D$ desc,V,-0.9635,0.025,0.0,,40
largecv,0.4,GR $D$ desc,CV,0.5066,0.75,0.75,0.6862,40
largecv,0.4,GR $D$ desc,Vdelta,0.9768,1.0,0.975,0.8166,40
largecv,0.4,GR $D$ desc,Vrel,0.8875,0.625,0.975,0.816,40
largecv,0.4,GR $D$ desc,CVrel,0.9905,0.975,1.0,0.6774,40
largecv,0.5,GR $D$ desc,V,-0.9654,0.025,0.0,,40
largecv,0.5,GR $D$ desc,CV,0.3225,0.625,0.625,0.7396,40
largecv,0.5,GR $D$ desc,Vdelta,0.9765,1.0,0.975,0.8166,40
largecv,0.5,GR $D$ desc,Vrel,0.8902,0.625,0.975,0.8163,40
largecv,0.5,GR $D$ desc,CVrel,0.9912,0.975,1.0,0.6779,40
largecv,0.6,GR $D$ desc,V,-0.9663,0.025,0.0,,40
largecv,0.6,GR $D$ desc,CV,0.2055,0.6,0.6,0.6854,40
largecv,0.6,GR $D$ desc,Vdelta,0.9773,1.0,0.975,0.8166,40
largecv,0.6,GR $D$ desc,Vrel,0.8954,0.65,0.975,0.8166,40
largecv,0.6,GR $D$ desc,CVrel,0.9918,0.975,1.0,0.678,40
largecv,0.7,GR $D$ desc,V,-0.9685,0.025,0.025,0.0119,40
largecv,0.7,GR $D$ desc,CV,0.1571,0.55,0.55,0.7017,40
largecv,0.7,GR $D$ desc,Vdelta,0.9758,1.0,1.0,0.7965,40
largecv,0.7,GR $D$ desc,Vrel,0.9005,0.675,0.975,0.8166,40
largecv,0.7,GR $D$ desc,CVrel,0.9923,0.975,1.0,0.6777,40
largecv,0.8,GR $D$ desc,V,-0.9688,0.025,0.025,0.0119,40
largecv,0.8,GR $D$ desc,CV,0.0603,0.475,0.475,0.6967,40
largecv,0.8,GR $D$ desc,Vdelta,0.9757,1.0,1.0,0.7965,40
largecv,0.8,GR $D$ desc,Vrel,0.905,0.7,1.0,0.7962,40
largecv,0.8,GR $D$ desc,CVrel,0.9924,0.95,1.0,0.6761,40
largecv,0.9,GR $D$ desc,V,-0.97,0.025,0.025,0.0119,40
largecv,0.9,GR $D$ desc,CV,-0.0588,0.4,0.4,0.7696,40
largecv,0.9,GR $D$ desc,Vdelta,0.9759,1.0,1.0,0.7965,40
largecv,0.9,GR $D$ desc,Vrel,0.9113,0.725,1.0,0.7962,40
largecv,0.9,GR $D$ desc,CVrel,0.9928,0.95,1.0,0.6789,40
largecv,1.0,GR $D$ desc,V,-0.9706,0.025,0.025,0.0119,40
largecv,1.0,GR $D$ desc,CV,-0.1202,0.4,0.4,0.7663,40
largecv,1.0,GR $D$ desc,Vdelta,0.9765,1.0,1.0,0.7965,40
largecv,1.0,GR $D$ desc,Vrel,0.9194,0.725,0.975,0.8166,40
largecv,1.0,GR $D$ desc,CVrel,0.9932,0.95,1.0,0.6813,40
random,0.05,GR $u$ desc,V,-0.4625,0.185,0.215,0.5788,40
random,0.05,GR $u$ desc,CV,0.9589,0.865,0.885,0.6506,40
random,0.05,GR $u$ desc,Vdelta,0.9551,0.965,0.965,0.7837,40
random,0.05,GR $u$ desc,Vrel,0.9682,0.97,0.975,0.7947,40
random,0.05,GR $u$ desc,CVrel,0.9793,0.96,0.98,0.5768,40
random,0.1,GR $u$ desc,V,-0.5415,0.155,0.165,0.4978,40
random,0.1,GR $u$ desc,CV,0.9527,0.91,0.935,0.6979,40
random,0.1,GR $u$ desc,Vdelta,0.9688,0.975,0.98,0.7919,40
random,0.1,GR $u$ desc,Vrel,0.9697,0.97,0.975,0.7948,40
random,0.1,GR $u$ desc,CVrel,0.9815,0.97,0.965,0.5891,40
random,0.2,GR $u$ desc,V,-0.592,0.17,0.17,0.5289,40
random,0.2,GR $u$ desc,CV,0.989,0.95,0.965,0.7215,40
random,0.2,GR $u$ desc,Vdelta,0.9734,0.975,0.975,0.7963,40
random,0.2,GR $u$ desc,Vrel,0.97,0.975,0.975,0.7948,40
random,0.2,GR $u$ desc,CVrel,0.9847,0.98,0.98,0.5862,40
random,0.3,GR $u$ desc,V,-0.6045,0.175,0.19,0.5271,40
random,0.3,GR $u$ desc,CV,0.9918,0.975,0.975,0.7242,40
random,0.3,GR $u$ desc,Vdelta,0.9738,0.975,0.975,0.7963,40
random,0.3,GR $u$ desc,Vrel,0.9718,0.975,0.975,0.7947,40
random,0.3,GR $u$ desc,CVrel,0.9862,0.99,0.99,0.5832,40
random,0.4,GR $u$ desc,V,-0.6358,0.145,0.145,0.646,40
random,0.4,GR $u$ desc,CV,0.9921,0.97,0.99,0.7382,40
random,0.4,GR $u$ desc,Vdelta,0.9732,0.975,0.975,0.7963,40
random,0.4,GR $u$ desc,Vrel,0.9719,0.975,0.98,0.794,40
random,0.4,GR $u$ desc,CVrel,0.987,0.995,0.985,0.5798,40
random,0.5,GR $u$ desc,V,-0.604,0.17,0.18,0.6228,40
random,0.5,GR $u$ desc,CV,0.9925,0.985,0.99,0.7396,40
random,0.5,GR $u$ desc,Vdelta,0.9741,0.975,0.975,0.7963,40
random,0.5,GR $u$ desc,Vrel,0.9722,0.975,0.975,0.7956,40
random,0.5,GR $u$ desc,CVrel,0.9886,1.0,0.995,0.5873,40
random,0.6,GR $u$ desc,V,-0.6422,0.16,0.16,0.6064,40
random,0.6,GR $u$ desc,CV,0.9933,0.98,0.99,0.754,40
random,0.6,GR $u$ desc,Vdelta,0.975,0.975,0.975,0.7963,40
random,0.6,GR $u$ desc,Vrel,0.9716,0.975,0.975,0.7952,40
random,0.6,GR $u$ desc,CVrel,0.9886,1.0,1.0,0.586,40
random,0.7,GR $u$ desc,V,-0.6074,0.18,0.18,0.6166,40
random,0.7,GR $u$ desc,CV,0.9933,0.985,0.995,0.7506,40
random,0.7,GR $u$ desc,Vdelta,0.975,0.975,0.975,0.7963,40
random,0.7,GR $u$ desc,Vrel,0.9714,0.975,0.975,0.7952,40
random,0.7,GR $u$ desc,CVrel,0.9892,1.0,1.0,0.591,40
random,0.8,GR $u$ desc,V,-0.5909,0.2,0.2,0.5993,40
random,0.8,GR $u$ desc,CV,0.9941,0.975,0.995,0.7577,40
random,0.8,GR $u$ desc,Vdelta,0.9746,0.975,0.975,0.7963,40
random,0.8,GR $u$ desc,Vrel,0.9715,0.975,0.975,0.7948,40
random,0.8,GR $u$ desc,CVrel,0.9902,1.0,1.0,0.5902,40
random,0.9,GR $u$ desc,V,-0.605,0.18,0.18,0.5412,40
random,0.9,GR $u$ desc,CV,0.994,0.975,1.0,0.7622,40
random,0.9,GR $u$ desc,Vdelta,0.9749,0.975,0.975,0.7963,40
random,0.9,GR $u$ desc,Vrel,0.9717,0.975,0.975,0.795,40
random,0.9,GR $u$ desc,CVrel,0.99,1.0,1.0,0.5901,40
random,1.0,GR $u$ desc,V,-0.5979,0.2,0.2,0.5494,40
random,1.0,GR $u$ desc,CV,0.9944,0.975,1.0,0.7638,40
random,1.0,GR $u$ desc,Vdelta,0.975,0.975,0.975,0.7963,40
random,1.0,GR $u$ desc,Vrel,0.9713,0.975,0.975,0.7947,40
random,1.0,GR $u$ desc,CVrel,0.9904,1.0,1.0,0.5924,40
largeb,0.05,GR $u$ desc,V,-0.7979,0.075,0.075,0.6276,40
largeb,0.05,GR $u$ desc,CV,0.5268,0.45,0.425,0.6677,40
largeb,0.05,GR $u$ desc,Vdelta,0.9646,0.975,0.975,0.7772,40
largeb,0.05,GR $u$ desc,Vrel,0.9648,0.95,0.975,0.7827,40
largeb,0.05,GR $u$ desc,CVrel,0.9732,0.95,0.975,0.5712,40
largeb,0.1,GR $u$ desc,V,-0.7904,0.075,0.05,0.7496,40
largeb,0.1,GR $u$ desc,CV,0.7195,0.5,0.575,0.6061,40
largeb,0.1,GR $u$ desc,Vdelta,0.9703,0.975,0.975,0.7921,40
largeb,0.1,GR $u$ desc,Vrel,0.9706,0.975,0.975,0.795,40
largeb,0.1,GR $u$ desc,CVrel,0.9834,0.975,0.975,0.5979,40
largeb,0.2,GR $u$ desc,V,-0.7588,0.05,0.075,0.6872,40
largeb,0.2,GR $u$ desc,CV,0.8821,0.575,0.675,0.6478,40
largeb,0.2,GR $u$ desc,Vdelta,0.9754,0.975,0.975,0.7943,40
largeb,0.2,GR $u$ desc,Vrel,0.9754,0.975,0.975,0.7953,40
largeb,0.2,GR $u$ desc,CVrel,0.9863,0.95,1.0,0.5911,40
largeb,0.3,GR $u$ desc,V,-0.815,0.05,0.05,0.3789,40
largeb,0.3,GR $u$ desc,CV,0.9368,0.7,0.775,0.622,40
largeb,0.3,GR $u$ desc,Vdelta,0.9757,0.975,0.975,0.7947,40
largeb,0.3,GR $u$ desc,Vrel,0.9755,0.975,0.975,0.7963,40
largeb,0.3,GR $u$ desc,CVrel,0.9883,0.95,0.975,0.6025,40
largeb,0.4,GR $u$ desc,V,-0.8643,0.025,0.025,0.5636,40
largeb,0.4,GR $u$ desc,CV,0.9448,0.7,0.775,0.618,40
largeb,0.4,GR $u$ desc,Vdelta,0.9746,0.975,0.975,0.7956,40
largeb,0.4,GR $u$ desc,Vrel,0.9744,0.975,0.975,0.7963,40
largeb,0.4,GR $u$ desc,CVrel,0.9888,1.0,1.0,0.5912,40
largeb,0.5,GR $u$ desc,V,-0.8517,0.05,0.05,0.5431,40
largeb,0.5,GR $u$ desc,CV,0.9932,0.8,0.875,0.6604,40
largeb,0.5,GR $u$ desc,Vdelta,0.9739,0.975,0.975,0.7963,40
largeb,0.5,GR $u$ desc,Vrel,0.9729,0.975,0.975,0.7963,40
largeb,0.5,GR $u$ desc,CVrel,0.9885,1.0,1.0,0.5836,40
largeb,0.6,GR $u$ desc,V,-0.8344,0.05,0.05,0.5901,40
largeb,0.6,GR $u$ desc,CV,0.9929,0.875,0.925,0.654,40
largeb,0.6,GR $u$ desc,Vdelta,0.9745,0.975,0.975,0.7963,40
largeb,0.6,GR $u$ desc,Vrel,0.9733,0.975,0.975,0.7963,40
largeb,0.6,GR $u$ desc,CVrel,0.9891,1.0,1.0,0.5795,40
largeb,0.7,GR $u$ desc,V,-0.8008,0.075,0.075,0.5517,40
largeb,0.7,GR $u$ desc,CV,0.9938,0.9,0.95,0.6963,40
largeb,0.7,GR $u$ desc,Vdelta,0.9757,0.975,0.975,0.7963,40
largeb,0.7,GR $u$ desc,Vrel,0.9737,0.975,0.975,0.7963,40
largeb,0.7,GR $u$ desc,CVrel,0.9894,1.0,1.0,0.5873,40
largeb,0.8,GR $u$ desc,V,-0.7919,0.075,0.075,0.5062,40
largeb,0.8,GR $u$ desc,CV,0.9948,1.0,1.0,0.7017,40
largeb,0.8,GR $u$ desc,Vdelta,0.9754,0.975,0.975,0.7963,40
largeb,0.8,GR $u$ desc,Vrel,0.9732,0.975,0.975,0.7963,40
largeb,0.8,GR $u$ desc,CVrel,0.9908,1.0,1.0,0.5978,40
largeb,0.9,GR $u$ desc,V,-0.6855,0.125,0.125,0.5604,40
largeb,0.9,GR $u$ desc,CV,0.9948,0.95,0.975,0.7319,40
largeb,0.9,GR $u$ desc,Vdelta,0.975,0.975,0.975,0.7963,40
largeb,0.9,GR $u$ desc,Vrel,0.9725,0.975,0.975,0.7963,40
largeb,0.9,GR $u$ desc,CVrel,0.9907,0.975,1.0,0.5904,40
largeb,1.0,GR $u$ desc,V,-0.5979,0.2,0.2,0.5494,40
largeb,1.0,GR $u$ desc,CV,0.9944,0.975,1.0,0.7638,40
largeb,1.0,GR $u$ desc,Vdelta,0.975,0.975,0.975,0.7963,40
largeb,1.0,GR $u$ desc,Vrel,0.9713,0.975,0.975,0.7947,40
largeb,1.0,GR $u$ desc,CVrel,0.9904,1.0,1.0,0.5924,40
smallb,0.05,GR $u$ desc,V,0.5529,0.6,0.725,0.7138,40
smallb,0.05,GR $u$ desc,CV,0.9473,0.95,0.95,0.7613,40
smallb,0.05,GR $u$ desc,Vdelta,0.9478,0.925,0.975,0.7629,40
smallb,0.05,GR $u$ desc,Vrel,0.9581,0.925,0.975,0.7763,40
smallb,0.05,GR $u$ desc,CVrel,0.9762,0.975,0.975,0.6385,40
smallb,0.1,GR $u$ desc,V,0.5434,0.625,0.725,0.7011,40
smallb,0.1,GR $u$ desc,CV,0.9852,0.975,0.975,0.7797,40
smallb,0.1,GR $u$ desc,Vdelta,0.953,0.95,0.975,0.7756,40
smallb,0.1,GR $u$ desc,Vrel,0.9615,0.925,0.975,0.7896,40
smallb,0.1,GR $u$ desc,CVrel,0.9812,0.975,0.975,0.6333,40
smallb,0.2,GR $u$ desc,V,0.4581,0.6,0.675,0.7228,40
smallb,0.2,GR $u$ desc,CV,0.9876,1.0,1.0,0.7711,40
smallb,0.2,GR $u$ desc,Vdelta,0.967,0.975,0.975,0.7886,40
smallb,0.2,GR $u$ desc,Vrel,0.9664,0.975,0.975,0.7947,40
smallb,0.2,GR $u$ desc,CVrel,0.983,1.0,1.0,0.6162,40
smallb,0.3,GR $u$ desc,V,0.4076,0.5,0.625,0.7091,40
smallb,0.3,GR $u$ desc,CV,0.9904,1.0,1.0,0.7725,40
smallb,0.3,GR $u$ desc,Vdelta,0.9718,0.975,0.975,0.7951,40
smallb,0.3,GR $u$ desc,Vrel,0.9694,0.975,0.975,0.7947,40
smallb,0.3,GR $u$ desc,CVrel,0.9855,1.0,1.0,0.611,40
smallb,0.4,GR $u$ desc,V,0.2499,0.475,0.6,0.6488,40
smallb,0.4,GR $u$ desc,CV,0.992,1.0,1.0,0.7728,40
smallb,0.4,GR $u$ desc,Vdelta,0.9717,0.975,0.975,0.7951,40
smallb,0.4,GR $u$ desc,Vrel,0.9704,0.975,0.975,0.7947,40
smallb,0.4,GR $u$ desc,CVrel,0.9865,1.0,1.0,0.6038,40
smallb,0.5,GR $u$ desc,V,0.2134,0.425,0.55,0.6972,40
smallb,0.5,GR $u$ desc,CV,0.9932,1.0,1.0,0.7689,40
smallb,0.5,GR $u$ desc,Vdelta,0.973,0.975,0.975,0.7943,40
smallb,0.5,GR $u$ desc,Vrel,0.9723,0.975,0.975,0.7947,40
smallb,0.5,GR $u$ desc,CVrel,0.9882,1.0,1.0,0.6041,40
smallb,0.6,GR $u$ desc,V,0.0898,0.375,0.425,0.7395,40
smallb,0.6,GR $u$ desc,CV,0.9938,1.0,1.0,0.7664,40
smallb,0.6,GR $u$ desc,Vdelta,0.9727,0.975,0.975,0.7963,40
smallb,0.6,GR $u$ desc,Vrel,0.9713,0.975,0.975,0.7947,40
smallb,0.6,GR $u$ desc,CVrel,0.9885,1.0,1.0,0.6008,40
smallb,0.7,GR $u$ desc,V,0.0183,0.375,0.425,0.6701,40
smallb,0.7,GR $u$ desc,CV,0.9939,1.0,1.0,0.7731,40
smallb,0.7,GR $u$ desc,Vdelta,0.9732,0.975,0.975,0.7963,40
smallb,0.7,GR $u$ desc,Vrel,0.9713,0.975,0.975,0.7947,40
smallb,0.7,GR $u$ desc,CVrel,0.9894,1.0,1.0,0.5981,40
smallb,0.8,GR $u$ desc,V,-0.1007,0.3,0.35,0.64,40
smallb,0.8,GR $u$ desc,CV,0.994,1.0,1.0,0.7698,40
smallb,0.8,GR $u$ desc,Vdelta,0.9747,0.975,0.975,0.7963,40
smallb,0.8,GR $u$ desc,Vrel,0.972,0.975,0.975,0.7947,40
smallb,0.8,GR $u$ desc,CVrel,0.9899,1.0,1.0,0.5938,40
smallb,0.9,GR $u$ desc,V,-0.3857,0.225,0.25,0.6178,40
smallb,0.9,GR $u$ desc,CV,0.9947,0.975,1.0,0.7667,40
smallb,0.9,GR $u$ desc,Vdelta,0.9759,0.975,0.975,0.7963,40
smallb,0.9,GR $u$ desc,Vrel,0.9728,0.975,0.975,0.7947,40
smallb,0.9,GR $u$ desc,CVrel,0.9904,1.0,1.0,0.5931,40
smallb,1.0,GR $u$ desc,V,-0.5979,0.2,0.2,0.5494,40
smallb,1.0,GR $u$ desc,CV,0.9944,0.975,1.0,0.7638,40
smallb,1.0,GR $u$ desc,Vdelta,0.975,0.975,0.975,0.7963,40
smallb,1.0,GR $u$ desc,Vrel,0.9713,0.975,0.975,0.7947,40
smallb,1.0,GR $u$ desc,CVrel,0.9904,1.0,1.0,0.5924,40
dirb,0.05,GR $u$ desc,V,0.5529,0.6,0.725,0.7138,40
dirb,0.05,GR $u$ desc,CV,0.9473,0.95,0.95,0.7613,40
dirb,0.05,GR $u$ desc,Vdelta,0.9478,0.925,0.975,0.7629,40
dirb,0.05,GR $u$ desc,Vrel,0.9581,0.925,0.975,0.7763,40
dirb,0.05,GR $u$ desc,CVrel,0.9762,0.975,0.975,0.6385,40
dirb,0.1,GR $u$ desc,V,0.5434,0.625,0.725,0.7011,40
dirb,0.1,GR $u$ desc,CV,0.9852,0.975,0.975,0.7797,40
dirb,0.1,GR $u$ desc,Vdelta,0.953,0.95,0.975,0.7756,40
dirb,0.1,GR $u$ desc,Vrel,0.9615,0.925,0.975,0.7896,40
dirb,0.1,GR $u$ desc,CVrel,0.9812,0.975,0.975,0.6333,40
dirb,0.2,GR $u$ desc,V,0.4581,0.6,0.675,0.7228,40
dirb,0.2,GR $u$ desc,CV,0.9876,1.0,1.0,0.7711,40
dirb,0.2,GR $u$ desc,Vdelta,0.967,0.975,0.975,0.7886,40
dirb,0.2,GR $u$ desc,Vrel,0.9664,0.975,0.975,0.7947,40
dirb,0.2,GR $u$ desc,CVrel,0.983,1.0,1.0,0.6162,40
dirb,0.3,GR $u$ desc,V,0.4076,0.5,0.625,0.7091,40
dirb,0.3,GR $u$ desc,CV,0.9904,1.0,1.0,0.7725,40
dirb,0.3,GR $u$ desc,Vdelta,0.9718,0.975,0.975,0.7951,40
dirb,0.3,GR $u$ desc,Vrel,0.9694,0.975,0.975,0.7947,40
dirb,0.3,GR $u$ desc,CVrel,0.9855,1.0,1.0,0.611,40
dirb,0.4,GR $u$ desc,V,0.2499,0.475,0.6,0.6488,40
dirb,0.4,GR $u$ desc,CV,0.992,1.0,1.0,0.7728,40
dirb,0.4,GR $u$ desc,Vdelta,0.9717,0.975,0.975,0.7951,40
dirb,0.4,GR $u$ desc,Vrel,0.9704,0.975,0.975,0.7947,40
dirb,0.4,GR $u$ desc,CVrel,0.9865,1.0,1.0,0.6038,40
dirb,0.5,GR $u$ desc,V,0.2134,0.425,0.55,0.6972,40
dirb,0.5,GR $u$ desc,CV,0.9932,1.0,1.0,0.7689,40
dirb,0.5,GR $u$ desc,Vdelta,0.973,0.975,0.975,0.7943,40
dirb,0.5,GR $u$ desc,Vrel,0.9723,0.975,0.975,0.7947,40
dirb,0.5,GR $u$ desc,CVrel,0.9882,1.0,1.0,0.6041,40
dirb,0.6,GR $u$ desc,V,0.0898,0.375,0.425,0.7395,40
dirb,0.6,GR $u$ desc,CV,0.9938,1.0,1.0,0.7664,40
dirb,0.6,GR $u$ desc,Vdelta,0.9727,0.975,0.975,0.7963,40
dirb,0.6,GR $u$ desc,Vrel,0.9713,0.975,0.975,0.7947,40
dirb,0.6,GR $u$ desc,CVrel,0.9885,1.0,1.0,0.6008,40
dirb,0.7,GR $u$ desc,V,0.0183,0.375,0.425,0.6701,40
dirb,0.7,GR $u$ desc,CV,0.9939,1.0,1.0,0.7731,40
dirb,0.7,GR $u$ desc,Vdelta,0.9732,0.975,0.975,0.7963,40
dirb,0.7,GR $u$ desc,Vrel,0.9713,0.975,0.975,0.7947,40
dirb,0.7,GR $u$ desc,CVrel,0.9894,1.0,1.0,0.5981,40
dirb,0.8,GR $u$ desc,V,-0.1007,0.3,0.35,0.64,40
dirb,0.8,GR $u$ desc,CV,0.994,1.0,1.0,0.7698,40
dirb,0.8,GR $u$ desc,Vdelta,0.9747,0.975,0.975,0.7963,40
dirb,0.8,GR $u$ desc,Vrel,0.972,0.975,0.975,0.7947,40
dirb,0.8,GR $u$ desc,CVrel,0.9899,1.0,1.0,0.5938,40
dirb,0.9,GR $u$ desc,V,-0.3857,0.225,0.25,0.6178,40
dirb,0.9,GR $u$ desc,CV,0.9947,0.975,1.0,0.7667,40
dirb,0.9,GR $u$ desc,Vdelta,0.9759,0.975,0.975,0.7963,40
dirb,0.9,GR $u$ desc,Vrel,0.9728,0.975,0.975,0.7947,40
dirb,0.9,GR $u$ desc,CVrel,0.9904,1.0,1.0,0.5931,40
dirb,1.0,GR $u$ desc,V,-0.5979,0.2,0.2,0.5494,40
dirb,1.0,GR $u$ desc,CV,0.9944,0.975,1.0,0.7638,40
dirb,1.0,GR $u$ desc,Vdelta,0.975,0.975,0.975,0.7963,40
dirb,1.0,GR $u$ desc,Vrel,0.9713,0.975,0.975,0.7947,40
dirb,1.0,GR $u$ desc,CVrel,0.9904,1.0,1.0,0.5924,40
halfb,0.05,GR $u$ desc,V,-0.6285,0.125,0.175,0.63,40
halfb,0.05,GR $u$ desc,CV,0.9807,0.8,0.975,0.7411,40
